-0.7628571428571429,-0.1926910299003322,1
-0.6028571428571429,-0.485049833887043,1
-0.3857142857142858,-0.6976744186046511,1
-0.1914285714285714,-0.3588039867109634,1
0.2828571428571429,-0.4318936877076411,1
0.4085714285714284,-0.6976744186046511,1
0.7514285714285713,-0.2325581395348835,1
-0.7914285714285715,0.07973421926910329,0
-0.5571428571428571,0.4119601328903657,0
-0.2257142857142856,0.6976744186046515,0
0.1628571428571428,0.8305647840531565,0
0.46,0.6578073089701,0
0.734285714285714,0.3388704318936879,0
0.8257142857142856,-0.01328903654485036,0
